id	label	description	x	y	cluster	weight
120	120	"<table><tr><td>Micro-level field;</td><td>120</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources;</td><td>journal of membrane science; desalination; desalination and water treatment; separation and purification technology; water research</td></tr><tr><td>Terms;</td><td>ultrafiltration; nanofiltration membrane; forward osmosis; osmosis; reverse osmosis membrane</td></tr></table>"	0.3806	-0.4685	3	3
79	79	"<table><tr><td>Micro-level field;</td><td>79</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on power electronics; annual ieee applied power electronics conference and exposition (apec); ieee energy conversion congress and exposition; ieee power electronics specialists conference records; ieee transactions on industrial electronics</td></tr><tr><td>Terms;</td><td>dual active bridge converter; solid state transformer; llc resonant converter; high step; dc converter</td></tr></table>"	0.8634	0.2089	5	3
1352	1352	"<table><tr><td>Micro-level field;</td><td>1352</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee energy conversion congress and exposition; annual ieee applied power electronics conference and exposition (apec); ieee transactions on power electronics; microelectronics reliability; proceedings of the international symposium on power semiconductor devices & ics</td></tr><tr><td>Terms;</td><td>igbt module; igbt; power module; condition monitoring; inverter</td></tr></table>"	0.8709	0.1792	5	3
931	931	"<table><tr><td>Micro-level field;</td><td>931</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee transactions on smart grid; energies; ieee power and energy society general meeting pesgm; applied energy; ieee pes innovative smart grid technologies conference europe</td></tr><tr><td>Terms;</td><td>residential demand response; home energy management system; electric spring; smart home; direct load control</td></tr></table>"	0.7471	0.3126	5	3
3419	3419	"<table><tr><td>Micro-level field;</td><td>3419</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of aircraft; cold regions science and technology; aiaa journal; aerospace science and technology; international journal of heat and mass transfer</td></tr><tr><td>Terms;</td><td>ice accretion; wind turbine; airfoil; icing condition; aircraft</td></tr></table>"	0.7353	-0.1113	3	3
2243	2243	"<table><tr><td>Micro-level field;</td><td>2243</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of aircraft; aiaa journal; aerospace science and technology; journal of fluids and structures; journal of guidance control and dynamics</td></tr><tr><td>Terms;</td><td>aeroelastic system; flexible aircraft; limit cycle oscillation; morphing wing; high aspect ratio wing</td></tr></table>"	0.7999	-0.0545	3	3
2282	2282	"<table><tr><td>Micro-level field;</td><td>2282</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>desalination; desalination and water treatment; solar energy; energy conversion and management; applied thermal engineering</td></tr><tr><td>Terms;</td><td>solar pond; efficient solar steam generation; single slope; humidification dehumidification desalination system; solar still</td></tr></table>"	0.6041	-0.3374	3	3
1990	1990	"<table><tr><td>Micro-level field;</td><td>1990</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee radar conference; proceedings of spie; european radar conference eurad; sensors; ieee transactions on microwave theory and techniques</td></tr><tr><td>Terms;</td><td>wall radar; wall; vital sign; wall imaging; micro doppler signature</td></tr></table>"	0.7874	0.39	5	3
2046	2046	"<table><tr><td>Micro-level field;</td><td>2046</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>advanced materials research; applied mechanics and materials; journal of dynamic systems measurement and control-transactions of the asme; proceedings of the institution of mechanical engineers part c-journal of mechanical engineering science; proceedings of the institution of mechanical engineers part i-journal of systems and control engineering</td></tr><tr><td>Terms;</td><td>axial piston pump; pump; hydraulic system; valve; control</td></tr></table>"	0.8182	0.213	3	2
1532	1532	"<table><tr><td>Micro-level field;</td><td>1532</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>nucleic acids research; plos one; proceedings of the national academy of sciences of the united states of america; rna; biochemical and biophysical research communications</td></tr><tr><td>Terms;</td><td>rna interference; rnai; small interfering rna; gene silencing; piwi</td></tr></table>"	-0.7027	-0.2411	2	2
1699	1699	"<table><tr><td>Micro-level field;</td><td>1699</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of turbomachinery-transactions of the asme; international journal of heat and mass transfer; journal of heat transfer-transactions of the asme; applied thermal engineering; international journal of thermal sciences</td></tr><tr><td>Terms;</td><td>film; jet impingement; film cooling; film cooling effectiveness; hole</td></tr></table>"	0.725	-0.2154	3	2
1288	1288	"<table><tr><td>Micro-level field;</td><td>1288</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>aiaa journal; journal of fluid mechanics; journal of sound and vibration; aip advances; international journal of aeroacoustics</td></tr><tr><td>Terms;</td><td>jet noise; computational aeroacoustic; vortex ring; natural ventilation; edge serration</td></tr></table>"	0.765	-0.1196	3	2
3226	3226	"<table><tr><td>Micro-level field;</td><td>3226</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on power electronics; ieee energy conversion congress and exposition; ieee industrial electronics society; iet power electronics; ieee transactions on industrial electronics</td></tr><tr><td>Terms;</td><td>z source inverter; z source; single phase quasi z source inverter</td></tr></table>"	0.8604	0.217	5	2
3170	3170	"<table><tr><td>Micro-level field;</td><td>3170</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>journal of engineering for gas turbines and power-transactions of the asme; international journal of turbo & jet-engines; applied energy; energy; energies</td></tr><tr><td>Terms;</td><td>gas turbine; simulation; aircraft engine; modeling; turbofan engine</td></tr></table>"	0.7934	0.2297	3	2
2424	2424	"<table><tr><td>Micro-level field;</td><td>2424</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; experimental mechanics; optics and lasers in engineering; conference proceedings of the society for experimental mechanics series; strain</td></tr><tr><td>Terms;</td><td>digital image correlation; virtual fields method; dic; full field measurement; elastic property</td></tr></table>"	0.7817	-0.255	3	2
2451	2451	"<table><tr><td>Micro-level field;</td><td>2451</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee transactions on power electronics; annual ieee applied power electronics conference and exposition (apec); ieee energy conversion congress and exposition; ieee power electronics specialists conference records; ieee transactions on electromagnetic compatibility</td></tr><tr><td>Terms;</td><td>emi; emi filter; shaft voltage; emi reduction; common mode</td></tr></table>"	0.868	0.2064	5	2
2454	2454	"<table><tr><td>Micro-level field;</td><td>2454</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>sensors and actuators b-chemical; biosensors & bioelectronics; japanese journal of applied physics; ieee sensors journal; applied physics letters</td></tr><tr><td>Terms;</td><td>light addressable potentiometric sensor; silicon nanowire; isfet; sensitive field effect transistor; cmos</td></tr></table>"	0.5027	-0.5462	3	2
1020	1020	"<table><tr><td>Micro-level field;</td><td>1020</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Life and earth sciences</td></tr><tr><td>Sources;</td><td>journal of geophysical research-atmospheres; ieee transactions on power delivery; ieee transactions on electromagnetic compatibility; international conference on lightning protection; geophysical research letters</td></tr><tr><td>Terms;</td><td>cloud; transmission line; influence; sprite; calculation</td></tr></table>"	0.7067	-0.0331	5	2
634	634	"<table><tr><td>Micro-level field;</td><td>634</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of controlled release; biomaterials; international journal of pharmaceutics; bioconjugate chemistry; biomacromolecules</td></tr><tr><td>Terms;</td><td>polyplex; transfection; plasmid dna; gene delivery; gene transfer</td></tr></table>"	-0.5038	-0.3724	2	2
724	724	"<table><tr><td>Micro-level field;</td><td>724</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee transactions on power systems; ieee power and energy society general meeting pesgm; international journal of electrical power & energy systems; iet generation transmission & distribution; electric power systems research</td></tr><tr><td>Terms;</td><td>distribution network reconfiguration; service restoration; optimal capacitor placement; radial distribution system; probabilistic load flow</td></tr></table>"	0.8308	0.2482	5	2
881	881	"<table><tr><td>Micro-level field;</td><td>881</td></tr><tr><td>Main fields;</td><td>Social sciences and humanities; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>energy policy; renewable & sustainable energy reviews; energy research & social science; renewable energy; sustainability</td></tr><tr><td>Terms;</td><td>sustainability transition; wind; wind energy; feed; social acceptance</td></tr></table>"	0.1788	0.5085	1	2
419	419	"<table><tr><td>Micro-level field;</td><td>419</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee industrial electronics society; ieee transactions on industrial electronics; ieee transactions on industry applications; international conference on electrical machines and systems icems; ieee transactions on power electronics</td></tr><tr><td>Terms;</td><td>induction motor drive; sensorless vector control; direct torque control; motor drife; dtc</td></tr></table>"	0.8578	0.2202	5	2
444	444	"<table><tr><td>Micro-level field;</td><td>444</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>aip conference proceedings; proceedings of spie; ultrasonics; journal of the acoustical society of america; smart materials and structures</td></tr><tr><td>Terms;</td><td>impedance; scattering; composite plate; wafe; structural health monitoring</td></tr></table>"	0.79	-0.1547	3	2
680	680	"<table><tr><td>Micro-level field;</td><td>680</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of turbomachinery-transactions of the asme; proceedings of the institution of mechanical engineers part a-journal of power and energy; journal of fluids engineering-transactions of the asme; journal of thermal science; journal of engineering for gas turbines and power-transactions of the asme</td></tr><tr><td>Terms;</td><td>centrifugal compressor; tip leakage flow; tip clearance; impeller; surge</td></tr></table>"	0.7662	-0.1156	3	2
547	547	"<table><tr><td>Micro-level field;</td><td>547</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>reliability engineering & system safety; ieee transactions on reliability; reliability and maintainability symposium; quality and reliability engineering international; european journal of operational research</td></tr><tr><td>Terms;</td><td>maintenance; condition; multi state system; prognostic; degradation</td></tr></table>"	0.6423	0.4007	5	2
1423	1423	"<table><tr><td>Micro-level field;</td><td>1423</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>wear; composites science and technology; journal of applied polymer science; composites part a-applied science and manufacturing; polymer composites</td></tr><tr><td>Terms;</td><td>tribological property; wear; ptfe; wear behavior; p phenylene benzobisoxazole</td></tr></table>"	0.6586	-0.4367	3	2
1247	1247	"<table><tr><td>Micro-level field;</td><td>1247</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; smart materials and structures; journal of sound and vibration; journal of intelligent material systems and structures; composite structures</td></tr><tr><td>Terms;</td><td>smart structure; active vibration control; optimal placement; piezoelectric actuator; sound transmission</td></tr></table>"	0.8096	-0.0979	3	2
1083	1083	"<table><tr><td>Micro-level field;</td><td>1083</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>lecture notes in computer science; ieee international joint conference on neural networks (ijcnn); neurocomputing; proceedings of spie; pattern recognition</td></tr><tr><td>Terms;</td><td>support vector regression; squares support vector machine; relevance vector machine; ls svm; mean square algorithm</td></tr></table>"	0.6398	0.4477	5	2
1084	1084	"<table><tr><td>Micro-level field;</td><td>1084</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>proceedings of spie; biomedical optics express; optics express; journal of biomedical optics; optics letters</td></tr><tr><td>Terms;</td><td>source optical coherence tomography; oct; oct image</td></tr></table>"	-0.3595	-0.0625	3	2
1191	1191	"<table><tr><td>Micro-level field;</td><td>1191</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee vehicle power and propulsion conference; ieee transactions on vehicular technology; energies; proceedings of the american control conference; proceedings of the institution of mechanical engineers part d-journal of automobile engineering</td></tr><tr><td>Terms;</td><td>energy management strategy; parallel hybrid electric vehicle; variable transmission; hybrid electric bus; supercapacitor</td></tr></table>"	0.8244	0.2152	5	2
995	995	"<table><tr><td>Micro-level field;</td><td>995</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>international journal of hydrogen energy; energies; energy policy; applied energy; ieee transactions on smart grid</td></tr><tr><td>Terms;</td><td>battery electric vehicle; vehicle; station; electric vehicle charging station; plug</td></tr></table>"	0.7206	0.2861	5	2
1082	1082	"<table><tr><td>Micro-level field;</td><td>1082</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>engineering structures; earthquake engineering & structural dynamics; journal of sound and vibration; structural control & health monitoring; proceedings of spie</td></tr><tr><td>Terms;</td><td>mass damper; inerter; semi active control; seismic protection; viscoelastic damper</td></tr></table>"	0.7854	-0.0737	3	2
126	126	"<table><tr><td>Micro-level field;</td><td>126</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; optics express; ieee photonics technology letters; optics letters; journal of lightwave technology</td></tr><tr><td>Terms;</td><td>fbg sensor; long period fiber grating; simultaneous measurement; fiber bragg grating sensor; long period</td></tr></table>"	0.935	-0.3421	3	2
268	268	"<table><tr><td>Micro-level field;</td><td>268</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of proteome research; proteomics; analytical chemistry; molecular & cellular proteomics; electrophoresis</td></tr><tr><td>Terms;</td><td>quantitative proteomic; proteomic analysis; dimensional gel electrophoresis; proteome; shotgun proteomic</td></tr></table>"	-0.7215	-0.2332	2	2
271	271	"<table><tr><td>Micro-level field;</td><td>271</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>international journal of hydrogen energy; journal of materials chemistry a; electrochimica acta; acs applied materials & interfaces; chemical communications</td></tr><tr><td>Terms;</td><td>water oxidation; efficient hydrogen evolution; overall water; efficient overall water splitting; oxygen evolution reaction</td></tr></table>"	0.6036	-0.5591	3	2
341	341	"<table><tr><td>Micro-level field;</td><td>341</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>thrombosis research; thrombosis and haemostasis; journal of thrombosis and haemostasis; blood coagulation & fibrinolysis; blood</td></tr><tr><td>Terms;</td><td>par; protease activated receptor; factor v leiden; activated protein c; tissue factor pathway inhibitor</td></tr></table>"	-0.9009	-0.0704	2	2
345	345	"<table><tr><td>Micro-level field;</td><td>345</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources;</td><td>bioinformatics; plos one; bmc genomics; bmc bioinformatics; nucleic acids research</td></tr><tr><td>Terms;</td><td>copy number variation; next generation sequencing; genome assembly; whole exome sequencing; rna seq</td></tr></table>"	-0.6842	-0.1914	2	1
349	349	"<table><tr><td>Micro-level field;</td><td>349</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>stem cell research & therapy; cytotherapy; stem cells; stem cells and development; stem cells international</td></tr><tr><td>Terms;</td><td>mesenchymal stromal cell; derived stem cells; human adipose; immunomodulatory effect; umbilical cord</td></tr></table>"	-0.8518	-0.1368	2	1
334	334	"<table><tr><td>Micro-level field;</td><td>334</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>archives of virology; acta horticulturae; virology; journal of virology; plant disease</td></tr><tr><td>Terms;</td><td>resistance; india; tomato; potato virus; plum pox virus</td></tr></table>"	-0.3912	-0.307	4	1
406	406	"<table><tr><td>Micro-level field;</td><td>406</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science</td></tr><tr><td>Sources;</td><td>ieee international conference on fuzzy systems; lecture notes in computer science; ieee transactions on fuzzy systems; fuzzy sets and systems; ieee international conference on systems man and cybernetics conference proceedings</td></tr><tr><td>Terms;</td><td>fuzzy set; interval type; fuzzy inference system; classification system; fuzzy classifier</td></tr></table>"	0.7409	0.3518	5	1
217	217	"<table><tr><td>Micro-level field;</td><td>217</td></tr><tr><td>Main fields;</td><td>Mathematics and computer science; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>physical review e; physica a-statistical mechanics and its applications; lecture notes in computer science; scientific reports; plos one</td></tr><tr><td>Terms;</td><td>scale free network; epidemic; cascading failure; failure; interdependent network</td></tr></table>"	0.5212	0.5304	5	1
226	226	"<table><tr><td>Micro-level field;</td><td>226</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>european journal of heart failure; international journal of cardiology; journal of cardiac failure; journal of the american college of cardiology; american journal of cardiology</td></tr><tr><td>Terms;</td><td>self care; chronic heart failure; carvedilol; anemia; beta blocker</td></tr></table>"	-0.8947	-0.0028	2	1
228	228	"<table><tr><td>Micro-level field;</td><td>228</td></tr><tr><td>Main fields;</td><td>Life and earth sciences</td></tr><tr><td>Sources;</td><td>monthly weather review; quarterly journal of the royal meteorological society; weather and forecasting; journal of the atmospheric sciences; atmospheric research</td></tr><tr><td>Terms;</td><td>tornado; ensemble kalman filter; atmospheric river; supercell; enkf</td></tr></table>"	0.3266	0.0225	4	1
