label	sublabel	description	x	y	cluster	weight
"field emission; chemical vapor deposition; catalyst; carbon nanotube field effect transistor; growth"	631	"<table><tr><td>Micro-level field;</td><td>28</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>carbon; applied physics letters; physical review b; nanotechnology; aip conference proceedings</td></tr><tr><td>Terms;</td><td>field emission; chemical vapor deposition; catalyst; carbon nanotube field effect transistor; growth</td></tr></table>"	0.6898	-0.4795	3	631
"rutile tio2; nanocrystalline anatase; hydrophilicity; titanium oxide thin film; rf magnetron"	576	"<table><tr><td>Micro-level field;</td><td>245</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of physical chemistry c; applied surface science; thin solid films; advanced materials research; ceramics international</td></tr><tr><td>Terms;</td><td>rutile tio2; nanocrystalline anatase; hydrophilicity; titanium oxide thin film; rf magnetron</td></tr></table>"	0.638	-0.5329	3	576
"rheological; melt; dispersion; reinforcement; poly"	536	"<table><tr><td>Micro-level field;</td><td>299</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>carbon; composites science and technology; journal of applied polymer science; polymer; journal of nanoscience and nanotechnology</td></tr><tr><td>Terms;</td><td>rheological; melt; dispersion; reinforcement; poly</td></tr></table>"	0.6026	-0.4623	3	536
"white organic light; diode; oled; iridium; host material"	430	"<table><tr><td>Micro-level field;</td><td>50</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied physics letters; synthetic metals; organic electronics; proceedings of spie; journal of applied physics</td></tr><tr><td>Terms;</td><td>white organic light; diode; oled; iridium; host material</td></tr></table>"	0.4888	-0.5882	3	430
"global solar radiation; satellite; sunshine duration; solar irradiance; active radiation"	419	"<table><tr><td>Micro-level field;</td><td>1468</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>solar energy; renewable energy; energy conversion and management; energy procedia; renewable & sustainable energy reviews</td></tr><tr><td>Terms;</td><td>global solar radiation; satellite; sunshine duration; solar irradiance; active radiation</td></tr></table>"	0.5775	0.1298	3	419
"dye sensitized solar cell; counter electrode; solar cell; photovoltaic performance; dssc"	414	"<table><tr><td>Micro-level field;</td><td>156</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of physical chemistry c; electrochimica acta; rsc advances; journal of power sources; journal of materials chemistry a</td></tr><tr><td>Terms;</td><td>dye sensitized solar cell; counter electrode; solar cell; photovoltaic performance; dssc</td></tr></table>"	0.6373	-0.5389	3	414
"silicon nanocrystal; porous silicon; silicon quantum dot; sio2 matrix; nanocrystalline silicon"	355	"<table><tr><td>Micro-level field;</td><td>78</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of applied physics; thin solid films; applied physics letters; journal of non-crystalline solids; materials research society symposium proceedings</td></tr><tr><td>Terms;</td><td>silicon nanocrystal; porous silicon; silicon quantum dot; sio2 matrix; nanocrystalline silicon</td></tr></table>"	0.8054	-0.4718	3	355
"intermediate band solar cell; hot carrier solar cell; solar cell; multijunction solar cell; cpv"	351	"<table><tr><td>Micro-level field;</td><td>1918</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ieee photovoltaic specialists conference; aip conference proceedings; proceedings of spie; solar energy materials and solar cells; progress in photovoltaics</td></tr><tr><td>Terms;</td><td>intermediate band solar cell; hot carrier solar cell; solar cell; multijunction solar cell; cpv</td></tr></table>"	0.87	-0.4593	3	351
"nickel nanoparticle; polyol process; hcp; chemical reduction; arc plasma"	344	"<table><tr><td>Micro-level field;</td><td>3114</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>materials letters; journal of magnetism and magnetic materials; journal of alloys and compounds; journal of applied physics; journal of physical chemistry c</td></tr><tr><td>Terms;</td><td>nickel nanoparticle; polyol process; hcp; chemical reduction; arc plasma</td></tr></table>"	0.6489	-0.5516	3	344
"absorption enhancement; silicon nanowire array; light trapping; broadband; black silicon"	337	"<table><tr><td>Micro-level field;</td><td>1247</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; optics express; solar energy materials and solar cells; applied physics letters; ieee photovoltaic specialists conference</td></tr><tr><td>Terms;</td><td>absorption enhancement; silicon nanowire array; light trapping; broadband; black silicon</td></tr></table>"	0.7928	-0.4739	3	337
"ionic liquid; synthesis; effect; butyl; water"	330	"<table><tr><td>Micro-level field;</td><td>105</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of physical chemistry b; physical chemistry chemical physics; journal of molecular liquids; journal of chemical and engineering data; journal of chemical thermodynamics</td></tr><tr><td>Terms;</td><td>ionic liquid; synthesis; effect; butyl; water</td></tr></table>"	0.4072	-0.5241	3	330
"adsorption; liquid desiccant; silica gel; pair; film"	329	"<table><tr><td>Micro-level field;</td><td>1429</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied thermal engineering; international journal of refrigeration-revue internationale du froid; energy conversion and management; energy; energy procedia</td></tr><tr><td>Terms;</td><td>adsorption; liquid desiccant; silica gel; pair; film</td></tr></table>"	0.6913	-0.2087	3	329
"chlamydomonas reinhardtii; lipid production; microalgae; chlorella vulgaris; photobioreactor"	324	"<table><tr><td>Micro-level field;</td><td>645</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>bioresource technology; algal research-biomass biofuels and bioproducts; journal of applied phycology; biotechnology for biofuels; biotechnology and bioengineering</td></tr><tr><td>Terms;</td><td>chlamydomonas reinhardtii; lipid production; microalgae; chlorella vulgaris; photobioreactor</td></tr></table>"	-0.1255	-0.3196	4	324
"optical design; freeform surface; lens design; multilayer diffractive optical element; refraction"	317	"<table><tr><td>Micro-level field;</td><td>2294</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; applied optics; optics express; optical engineering; optik</td></tr><tr><td>Terms;</td><td>optical design; freeform surface; lens design; multilayer diffractive optical element; refraction</td></tr></table>"	0.907	-0.226	3	317
"silica aerogel; ambient pressure; vacuum insulation panel; insulation; carbon xerogel"	311	"<table><tr><td>Micro-level field;</td><td>959</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of sol-gel science and technology; journal of non-crystalline solids; chemistry of materials; journal of applied polymer science; journal of materials chemistry</td></tr><tr><td>Terms;</td><td>silica aerogel; ambient pressure; vacuum insulation panel; insulation; carbon xerogel</td></tr></table>"	0.5449	-0.4992	3	311
"osmotic dehydration; drying; thin layer; superheated steam; kinetic"	294	"<table><tr><td>Micro-level field;</td><td>726</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>drying technology; journal of food engineering; journal of food science and technology-mysore; journal of food processing and preservation; lwt-food science and technology</td></tr><tr><td>Terms;</td><td>osmotic dehydration; drying; thin layer; superheated steam; kinetic</td></tr></table>"	-0.2033	-0.3964	4	294
"deoxy d; natural rubber; isoprenoid biosynthesis; hevea brasiliensis; hydroxy"	267	"<table><tr><td>Micro-level field;</td><td>1896</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>phytochemistry; journal of the american chemical society; plant physiology; industrial crops and products; journal of biological chemistry</td></tr><tr><td>Terms;</td><td>deoxy d; natural rubber; isoprenoid biosynthesis; hevea brasiliensis; hydroxy</td></tr></table>"	-0.4212	-0.3794	4	267
"bio oil; hydrothermal liquefaction; catalytic fast pyrolysis; bio oil production; torrefaction"	256	"<table><tr><td>Micro-level field;</td><td>313</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>energy & fuels; bioresource technology; fuel; journal of analytical and applied pyrolysis; fuel processing technology</td></tr><tr><td>Terms;</td><td>bio oil; hydrothermal liquefaction; catalytic fast pyrolysis; bio oil production; torrefaction</td></tr></table>"	0.48	-0.3825	3	256
"photochromism; diarylethene; spiropyran; photochromic property; thienyl"	254	"<table><tr><td>Micro-level field;</td><td>1587</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of the american chemical society; chemical communications; journal of photochemistry and photobiology a-chemistry; dyes and pigments; journal of physical chemistry a</td></tr><tr><td>Terms;</td><td>photochromism; diarylethene; spiropyran; photochromic property; thienyl</td></tr></table>"	0.3045	-0.6316	3	254
"luminescent solar concentrator; thiazole; luminescent; optical efficiency"	249	"<table><tr><td>Micro-level field;</td><td>3573</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; solar energy materials and solar cells; optics express; solar energy; ieee photovoltaic specialists conference</td></tr><tr><td>Terms;</td><td>luminescent solar concentrator; thiazole; luminescent; optical efficiency</td></tr></table>"	0.6419	-0.5837	3	249
"niti; niti shape memory alloy; sma; niti alloy; tini"	246	"<table><tr><td>Micro-level field;</td><td>614</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>materials science and engineering a-structural materials properties microstructure and processing; proceedings of spie; smart materials and structures; journal of alloys and compounds; materials science forum</td></tr><tr><td>Terms;</td><td>niti; niti shape memory alloy; sma; niti alloy; tini</td></tr></table>"	0.7949	-0.3634	3	246
"sba; mesoporous silica; ti mcm; epoxidation"	245	"<table><tr><td>Micro-level field;</td><td>274</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>microporous and mesoporous materials; studies in surface science and catalysis; chemistry of materials; chemical communications; journal of materials chemistry</td></tr><tr><td>Terms;</td><td>sba; mesoporous silica; ti mcm; epoxidation</td></tr></table>"	0.5337	-0.5241	3	245
"scheduling; global optimization; heat exchanger network; uncertainty; planning"	243	"<table><tr><td>Micro-level field;</td><td>874</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>computer aided chemical engineering; computers & chemical engineering; industrial & engineering chemistry research; chemical engineering transactions; aiche journal</td></tr><tr><td>Terms;</td><td>scheduling; global optimization; heat exchanger network; uncertainty; planning</td></tr></table>"	0.614	0.2197	3	243
"dimensional photonic crystal; colloidal crystal; photonic band gap; photonic crystal waveguide; spontaneous emission"	239	"<table><tr><td>Micro-level field;</td><td>184</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; optics express; applied physics letters; physical review b; optics letters</td></tr><tr><td>Terms;</td><td>dimensional photonic crystal; colloidal crystal; photonic band gap; photonic crystal waveguide; spontaneous emission</td></tr></table>"	0.8844	-0.3858	3	239
"synthesis; ti3sic2; mxene; effect; mechanical property"	239	"<table><tr><td>Micro-level field;</td><td>2426</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ceramics international; journal of alloys and compounds; journal of the american ceramic society; journal of the european ceramic society; physical review b</td></tr><tr><td>Terms;</td><td>synthesis; ti3sic2; mxene; effect; mechanical property</td></tr></table>"	0.7203	-0.5094	3	239
"reactive magnetron; tin coating; high power impulse magnetron; corrosion resistance; tribological property"	238	"<table><tr><td>Micro-level field;</td><td>316</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>surface & coatings technology; thin solid films; applied surface science; journal of vacuum science & technology a; vacuum</td></tr><tr><td>Terms;</td><td>reactive magnetron; tin coating; high power impulse magnetron; corrosion resistance; tribological property</td></tr></table>"	0.7995	-0.4196	3	238
"skutterudite; thermoelectric generator; pbte; bi2te3; alloy"	237	"<table><tr><td>Micro-level field;</td><td>205</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of electronic materials; journal of applied physics; physical review b; journal of alloys and compounds; applied physics letters</td></tr><tr><td>Terms;</td><td>skutterudite; thermoelectric generator; pbte; bi2te3; alloy</td></tr></table>"	0.7913	-0.4968	3	237
"fbg sensor; long period fiber grating; fiber bragg grating sensor; simultaneous measurement; long period"	213	"<table><tr><td>Micro-level field;</td><td>132</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>proceedings of spie; ieee photonics technology letters; optics express; journal of lightwave technology; optics letters</td></tr><tr><td>Terms;</td><td>fbg sensor; long period fiber grating; fiber bragg grating sensor; simultaneous measurement; long period</td></tr></table>"	0.9217	-0.3107	3	213
"silicon; lithium ion battery anode; silicon nanoparticle; lithiation; li4ti5o12"	212	"<table><tr><td>Micro-level field;</td><td>98</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of power sources; electrochimica acta; journal of the electrochemical society; journal of materials chemistry a; rsc advances</td></tr><tr><td>Terms;</td><td>silicon; lithium ion battery anode; silicon nanoparticle; lithiation; li4ti5o12</td></tr></table>"	0.6575	-0.5348	3	212
"langmuir blodgett film; langmuir monolayer; cytochrome c; thiol; alkanethiol"	212	"<table><tr><td>Micro-level field;</td><td>721</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>langmuir; journal of physical chemistry c; journal of physical chemistry b; applied surface science; journal of the american chemical society</td></tr><tr><td>Terms;</td><td>langmuir blodgett film; langmuir monolayer; cytochrome c; thiol; alkanethiol</td></tr></table>"	0.4837	-0.5513	3	212
"raman spectroscopy; raman; tip; near field; field optical microscopy"	205	"<table><tr><td>Micro-level field;</td><td>19</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>proceedings of spie; optics express; applied physics letters; journal of physical chemistry c; nano letters</td></tr><tr><td>Terms;</td><td>raman spectroscopy; raman; tip; near field; field optical microscopy</td></tr></table>"	0.7682	-0.4339	3	205
"pzt thin film; lead zirconate titanate thin film; ferroelectric thin film; nonlinear dielectric microscopy"	203	"<table><tr><td>Micro-level field;</td><td>215</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied physics letters; integrated ferroelectrics; journal of applied physics; ferroelectrics; japanese journal of applied physics</td></tr><tr><td>Terms;</td><td>pzt thin film; lead zirconate titanate thin film; ferroelectric thin film; nonlinear dielectric microscopy</td></tr></table>"	0.7978	-0.5214	3	203
"atomic layer deposition; optical property; tio2; ald; hafnium"	202	"<table><tr><td>Micro-level field;</td><td>593</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied physics letters; journal of applied physics; thin solid films; ecs transactions; microelectronic engineering</td></tr><tr><td>Terms;</td><td>atomic layer deposition; optical property; tio2; ald; hafnium</td></tr></table>"	0.7998	-0.4867	3	202
"oil water separation; superhydrophobicity; self cleaning; facile fabrication; oil"	175	"<table><tr><td>Micro-level field;</td><td>381</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>langmuir; applied surface science; acs applied materials & interfaces; rsc advances; journal of colloid and interface science</td></tr><tr><td>Terms;</td><td>oil water separation; superhydrophobicity; self cleaning; facile fabrication; oil</td></tr></table>"	0.5995	-0.4038	3	175
"c3n4; graphitic carbon nitride; enhanced photocatalytic performance; photocatalytic reduction; bi2wo6"	165	"<table><tr><td>Micro-level field;</td><td>5</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>applied catalysis b-environmental; applied surface science; rsc advances; journal of physical chemistry c; journal of photochemistry and photobiology a-chemistry</td></tr><tr><td>Terms;</td><td>c3n4; graphitic carbon nitride; enhanced photocatalytic performance; photocatalytic reduction; bi2wo6</td></tr></table>"	0.6369	-0.5335	3	165
"exchange bias; co cu multilayer; co cu; giant magnetoresistance; ultrafast demagnetization"	163	"<table><tr><td>Micro-level field;</td><td>271</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>physical review b; journal of applied physics; journal of magnetism and magnetic materials; applied physics letters; journal of physics-condensed matter</td></tr><tr><td>Terms;</td><td>exchange bias; co cu multilayer; co cu; giant magnetoresistance; ultrafast demagnetization</td></tr></table>"	0.8383	-0.5062	3	163
"aspartame; monosodium glutamate; artificial sweetener; sweetener; bitter taste receptor"	162	"<table><tr><td>Micro-level field;</td><td>1355</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources;</td><td>chemical senses; physiology & behavior; food quality and preference; journal of agricultural and food chemistry; journal of sensory studies</td></tr><tr><td>Terms;</td><td>aspartame; monosodium glutamate; artificial sweetener; sweetener; bitter taste receptor</td></tr></table>"	-0.648	-0.0662	2	162
"fischer tropsch synthesis; methanol synthesis; hydrogen production; co2 methanation; steam"	151	"<table><tr><td>Micro-level field;</td><td>124</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>international journal of hydrogen energy; applied catalysis a-general; catalysis today; journal of catalysis; catalysis letters</td></tr><tr><td>Terms;</td><td>fischer tropsch synthesis; methanol synthesis; hydrogen production; co2 methanation; steam</td></tr></table>"	0.6042	-0.5214	3	151
"free ceramic; relaxor ferroelectric; free piezoelectric ceramic; kna; barium titanate ceramic"	150	"<table><tr><td>Micro-level field;</td><td>58</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>ferroelectrics; ceramics international; journal of the american ceramic society; journal of applied physics; applied physics letters</td></tr><tr><td>Terms;</td><td>free ceramic; relaxor ferroelectric; free piezoelectric ceramic; kna; barium titanate ceramic</td></tr></table>"	0.797	-0.5217	3	150
"compressed air energy storage; caes; thermodynamic analysis; electricity storage; energy storage technology"	148	"<table><tr><td>Micro-level field;</td><td>1738</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources;</td><td>applied energy; energy; energy procedia; energies; ieee power and energy society general meeting pesgm</td></tr><tr><td>Terms;</td><td>compressed air energy storage; caes; thermodynamic analysis; electricity storage; energy storage technology</td></tr></table>"	0.8009	0.2292	3	148
"solar chimney; double skin facade; discomfort glare; daylight; lighting"	146	"<table><tr><td>Micro-level field;</td><td>1830</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>energy and buildings; solar energy; building and environment; lighting research & technology; energy procedia</td></tr><tr><td>Terms;</td><td>solar chimney; double skin facade; discomfort glare; daylight; lighting</td></tr></table>"	0.5693	0.1284	3	146
"root; metal surface; quantum; stm; reconstruction"	143	"<table><tr><td>Micro-level field;</td><td>44</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>surface science; physical review b; journal of physical chemistry c; journal of chemical physics; physical review letters</td></tr><tr><td>Terms;</td><td>root; metal surface; quantum; stm; reconstruction</td></tr></table>"	0.6434	-0.5326	3	143
"carotenoid; lycopene; beta carotene; lutein; astaxanthin"	141	"<table><tr><td>Micro-level field;</td><td>724</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Sources;</td><td>journal of agricultural and food chemistry; food chemistry; acta horticulturae; journal of nutrition; journal of the science of food and agriculture</td></tr><tr><td>Terms;</td><td>carotenoid; lycopene; beta carotene; lutein; astaxanthin</td></tr></table>"	-0.4213	-0.3519	4	141
"biomass; biofuel; switchgrass; life cycle assessment; energy"	140	"<table><tr><td>Micro-level field;</td><td>733</td></tr><tr><td>Main fields;</td><td>Life and earth sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>biomass & bioenergy; global change biology bioenergy; renewable & sustainable energy reviews; journal of cleaner production; bioenergy research</td></tr><tr><td>Terms;</td><td>biomass; biofuel; switchgrass; life cycle assessment; energy</td></tr></table>"	0.1081	-0.0342	4	140
"caveolin; lipid bilayer; lipid raft; cholesterol; membrane"	140	"<table><tr><td>Micro-level field;</td><td>233</td></tr><tr><td>Main fields;</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>langmuir; biophysical journal; biochimica et biophysica acta-biomembranes; journal of physical chemistry b; chemistry and physics of lipids</td></tr><tr><td>Terms;</td><td>caveolin; lipid bilayer; lipid raft; cholesterol; membrane</td></tr></table>"	-0.5647	-0.2991	2	140
"upconversion nanoparticle; conversion luminescence; nayf4; upconversion; temperature sensing"	131	"<table><tr><td>Micro-level field;</td><td>942</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>journal of luminescence; journal of alloys and compounds; nanoscale; rsc advances; optical materials</td></tr><tr><td>Terms;</td><td>upconversion nanoparticle; conversion luminescence; nayf4; upconversion; temperature sensing</td></tr></table>"	0.6738	-0.5413	3	131
"direct contact membrane distillation; solar pond; solar energy; solar desalination; membrane distillation process"	130	"<table><tr><td>Micro-level field;</td><td>1605</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources;</td><td>desalination; desalination and water treatment; journal of membrane science; solar energy; energy conversion and management</td></tr><tr><td>Terms;</td><td>direct contact membrane distillation; solar pond; solar energy; solar desalination; membrane distillation process</td></tr></table>"	0.5297	-0.3756	3	130
"vo2; vanadium dioxide; metal insulator transition; cathode material; vo2 film"	128	"<table><tr><td>Micro-level field;</td><td>1628</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>physical review b; applied physics letters; journal of applied physics; journal of power sources; thin solid films</td></tr><tr><td>Terms;</td><td>vo2; vanadium dioxide; metal insulator transition; cathode material; vo2 film</td></tr></table>"	0.6958	-0.5356	3	128
"wo3; tungsten oxide; nio thin film; nio; nio nanoparticle"	128	"<table><tr><td>Micro-level field;</td><td>1457</td></tr><tr><td>Main fields;</td><td>Physical sciences and engineering</td></tr><tr><td>Sources;</td><td>thin solid films; solar energy materials and solar cells; applied surface science; electrochimica acta; materials letters</td></tr><tr><td>Terms;</td><td>wo3; tungsten oxide; nio thin film; nio; nio nanoparticle</td></tr></table>"	0.6762	-0.5359	3	128
